ID,Name
Sport Gloves | Omega,$187.34
Sport Gloves | Pandora's Box,"$2,763.02"
Sport Gloves | Scarlet Shamagh,$198.75
Sport Gloves | Slingshot,$243.50
Sport Gloves | Superconductor,"$1,153.02"
Sport Gloves | Vice,$363.20
SSG 08 | Abyss,$0.27
SSG 08 | Acid Fade,$0.65
SSG 08 | Azure Glyph,$0.08
SSG 08 | Big Iron,$11.70
SSG 08 | Blood in the Water,$91.52
SSG 08 | Bloodshot,$17.81
SSG 08 | Blue Spruce,$0.01
SSG 08 | Blush Pour,$0.34
SSG 08 | Carbon Fiber,$1.44
SSG 08 | Dark Water,$2.99
SSG 08 | Death Strike,$72.15
SSG 08 | Death's Head,$18.20
SSG 08 | Detour,$5.04
SSG 08 | Dezastre,$0.06
SSG 08 | Dragonfire,$88.35
SSG 08 | Fever Dream,$0.77
SSG 08 | Ghost Crusader,$1.14
SSG 08 | Green Ceramic,
SSG 08 | Grey Smoke,$0.01
SSG 08 | Halftone Whorl,$0.20
SSG 08 | Hand Brake,$0.36
SSG 08 | Jungle Dashed,$0.01
SSG 08 | Lichen Dashed,$1.49
SSG 08 | Mainframe 001,$0.06
SSG 08 | Mayan Dreams,$4.47
SSG 08 | Memorial,$0.07
SSG 08 | Necropos,$0.41
SSG 08 | Orange Filigree,$30.00
SSG 08 | Parallax,$3.16
SSG 08 | Prey,
SSG 08 | Rapid Transit,$0.91
SSG 08 | Red Stone,$7.90
SSG 08 | Sand Dune,$3.37
SSG 08 | Sea Calico,$365.00
SSG 08 | Slashed,$1.01
SSG 08 | Spring Twilly,$1.57
SSG 08 | Threat Detected,$15.80
SSG 08 | Tiger Tear,$0.03
SSG 08 | Tropical Storm,$1.98
SSG 08 | Turbo Peek,$19.88
SSG 08 | Zeno,$0.45
Sticker | 00 Nation | Rio 2022,$0.09
Sticker | 100 Thieves | 2020 RMR,$0.01
Sticker | 100 Thieves | Boston 2018,$42.52
Sticker | 1eeR | Austin 2025,$0.01
Sticker | 360 No Scope,$0.03
Sticker | 3DMAX | Austin 2025,$0.01
Sticker | 3DMAX | Budapest 2025,
Sticker | 3DMAX | DreamHack 2014,$0.00
Sticker | 3DMAX | Katowice 2014,$720.49
Sticker | 3DMAX | Katowice 2015,$93.00
Sticker | 3DMAX | Shanghai 2024,$0.01
Sticker | 910 | Austin 2025,
Sticker | 910 | Budapest 2025,
Sticker | 910 | Copenhagen 2024,
Sticker | 910 | Shanghai 2024,$0.03
Sticker | 9INE | Paris 2023,
Sticker | 9z Team | Antwerp 2022,$0.24
Sticker | 9z Team | Rio 2022,$0.05
Sticker | Abalone Strafe,$11.99
Sticker | abE | MLG Columbus 2016,$4.02
Sticker | ableJ | Berlin 2019,$0.08
Sticker | ableJ | Katowice 2019,$0.25
Sticker | Ace Clutch Co.,$0.53
Sticker | Ace Devil,$4.17
Sticker | Aces High,$0.59
Sticker | acoR | Copenhagen 2024,$0.01
Sticker | acoR | Paris 2023,
Sticker | acoR | Rio 2022,$0.01
Sticker | adamb | Austin 2025,
Sticker | adamS | Copenhagen 2024,$0.01
Sticker | Adepta Sororitas,$0.34
Sticker | Adeptus Arbites,$0.16
Sticker | Adeptus Astartes,$0.37
Sticker | Adeptus Custodes 1,$0.52
Sticker | Adeptus Custodes 2,$0.46
Sticker | Adeptus Mechanicus 1,$0.22
Sticker | Adeptus Mechanicus 2,$0.29
Sticker | Adeptus Titanicus 1,$0.55
Sticker | Adeptus Titanicus 2,$0.60
Sticker | AdreN  | MLG Columbus 2016,$3.90
Sticker | AdreN | Atlanta 2017,$7.05
Sticker | AdreN | Berlin 2019,$0.06
Sticker | AdreN | Boston 2018,$1.02
Sticker | adreN | Cluj-Napoca 2015,$5.50
Sticker | AdreN | Cologne 2016,$8.12
Sticker | AdreN | Katowice 2019,$0.26
Sticker | AdreN | Krakow 2017,$4.17
Sticker | AdreN | London 2018,$2.62
Sticker | adreN | MLG Columbus 2016,$1.70
Sticker | advent | Katowice 2019,$3.14
Sticker | Aeldari 1,$0.26
Sticker | Aeldari 2,$0.26
Sticker | Aeldari Avatar,$0.07
Sticker | Aerial | Berlin 2019,$0.07
Sticker | Aerial | Katowice 2019,$0.35
Sticker | afro | Shanghai 2024,
Sticker | After Hours Stabbyfish,$0.72
Sticker | Agent Select,$0.03
Sticker | Aim And Fire,$0.01
Sticker | Ain't A Rental,$1.01
Sticker | aizy | Atlanta 2017,$2.50
Sticker | aizy | Berlin 2019,$0.09
Sticker | aizy | Boston 2018,$1.13
Sticker | aizy | Cluj-Napoca 2015,$38.99
Sticker | aizy | Cologne 2016,$7.47
Sticker | aizy | Krakow 2017,$2.05
Sticker | aizy | London 2018,$0.75
Sticker | aizy | MLG Columbus 2016,$2.16
Sticker | AKickflip-47,$0.04
Sticker | Akihabara Accept Surf Ava,$11.30
Sticker | Aleksib | Antwerp 2022,$0.01
Sticker | Aleksib | Austin 2025,
Sticker | Aleksib | Berlin 2019,$0.09
Sticker | Aleksib | Budapest 2025,
Sticker | Aleksib | Copenhagen 2024,
Sticker | Aleksib | Katowice 2019,$1.12
Sticker | Aleksib | Paris 2023,
Sticker | Aleksib | Rio 2022,$0.02
Sticker | Aleksib | Shanghai 2024,
Sticker | ALEX | Berlin 2019,$0.08
Sticker | ALEX | Katowice 2019,$0.33
Sticker | alex666 | Austin 2025,$0.01
Sticker | alex666 | Budapest 2025,
Sticker | aliStair | Antwerp 2022,$0.01
Sticker | aliStair | Paris 2023,
Sticker | aliStair | Rio 2022,
Sticker | aliStair | Shanghai 2024,
Sticker | All Hail the King,$0.97
Sticker | All-Stars Blue,$0.00
Sticker | All-Stars Orange,$0.00
Sticker | allu | Atlanta 2017,$5.80
Sticker | allu | Berlin 2019,$0.10
Sticker | allu | Cluj-Napoca 2015,$2.24
Sticker | allu | Cologne 2015,$1.69
Sticker | allu | Katowice 2019,$0.44
Sticker | allu | Krakow 2017,$2.25
Sticker | almazer | Berlin 2019,$0.13
Sticker | Alpha Legion 1,$2.80
Sticker | Alpha Legion 2,$3.41
Sticker | AmaNEk | Berlin 2019,$0.08
Sticker | AmaNEk | Boston 2018,$1.18
Sticker | AMANEK | Stockholm 2021,$0.02
Sticker | AMKAL ESPORTS | Copenhagen 2024,$0.01
Sticker | Ancient,$0.00
Sticker | Ancient Beast,$0.07
Sticker | Ancient Marauder,$0.21
Sticker | Ancient Protector,$0.11
Sticker | ANDROID | London 2018,$0.38
Sticker | aNdu | Shanghai 2024,$0.01
Sticker | ANGE1 | Atlanta 2017,$7.61
Sticker | ANGE1 | Berlin 2019,$0.08
Sticker | ANGE1 | Katowice 2019,$0.70
Sticker | ANGE1 | London 2018,$0.37
Sticker | Angry T,
Sticker | ANNIHILATION | Paris 2023,
Sticker | ANNIHILATION | Rio 2022,$0.01
Sticker | Anubis,$0.00
Sticker | Apeks | Copenhagen 2024,$0.02
Sticker | Apeks | Paris 2023,$0.01
Sticker | apEX | Antwerp 2022,
Sticker | apEX | Atlanta 2017,$4.49
Sticker | apEX | Austin 2025,
Sticker | apEX | Berlin 2019,$0.08
Sticker | apEX | Boston 2018,$1.31
Sticker | apEX | Budapest 2025,
Sticker | apEX | Cluj-Napoca 2015,$3.17
Sticker | apEX | Cologne 2015,$2.94
Sticker | apEX | Cologne 2016,$8.07
Sticker | apEX | Copenhagen 2024,
Sticker | apEX | Katowice 2019,$0.97
Sticker | apEX | Krakow 2017,$3.42
Sticker | apEX | MLG Columbus 2016,$3.72
Sticker | apEX | Paris 2023,
Sticker | apEX | Rio 2022,$0.01
Sticker | apEX | Shanghai 2024,$0.01
Sticker | apEX | Stockholm 2021,$0.01
Sticker | Approaching Site,$1.88
Sticker | Ariucle | Austin 2025,
Sticker | Arms Race,$0.01
Sticker | arrozdoce | Copenhagen 2024,$0.01
Sticker | arT | Antwerp 2022,$0.01
Sticker | arT | Austin 2025,$0.01
Sticker | arT | Berlin 2019,$0.36
Sticker | arT | Budapest 2025,
Sticker | arT | Copenhagen 2024,$0.01
Sticker | arT | Katowice 2019,$0.93
Sticker | arT | Paris 2023,
Sticker | arT | Rio 2022,$0.02
Sticker | arT | Stockholm 2021,$0.02
Sticker | arya | MLG Columbus 2016,$3.82
Sticker | Assassin,$0.96
Sticker | Astartes Skull,$0.64
Sticker | Astra Militarum 1,$0.98
Sticker | Astra Militarum 2,$0.70
Sticker | Astralis | 2020 RMR,$0.02
Sticker | Astralis | Antwerp 2022,$0.05
Sticker | Astralis | Atlanta 2017,$7.41
Sticker | Astralis | Berlin 2019,$0.48
Sticker | Astralis | Boston 2018,$3.96
Sticker | Astralis | Budapest 2025,
Sticker | Astralis | Cologne 2016,$7.22
Sticker | Astralis | Katowice 2019,$1.31
Sticker | Astralis | Krakow 2017,$1.30
Sticker | Astralis | London 2018,$1.11
Sticker | Astralis | MLG Columbus 2016,$3.28
Sticker | Astralis | Stockholm 2021,$0.23
Sticker | Attacker | Austin 2025,$0.04
Sticker | Attacker | Berlin 2019,$0.42
Sticker | Attacker | Boston 2018,$4.65
Sticker | Attacker | Budapest 2025,$0.02
Sticker | Attacker | Katowice 2019,$0.69
Sticker | aumaN | Katowice 2019,$0.38
Sticker | Aurora | Austin 2025,
Sticker | Aurora | Budapest 2025,
Sticker | autimatic | Boston 2018,$1.51
Sticker | autimatic | Katowice 2019,$0.90
Sticker | autimatic | Krakow 2017,$1.98
Sticker | autimatic | London 2018,$0.67
Sticker | autimatic | Rio 2022,$0.01
Sticker | Avangar | Berlin 2019,$0.67
Sticker | Avangar | Boston 2018,$5.21
Sticker | Avangar | Katowice 2019,$2.63
Sticker | AW | Budapest 2025,$0.01
Sticker | Awp Country,$0.87
Sticker | Ax1Le | Antwerp 2022,$0.02
Sticker | Ax1Le | Austin 2025,$0.02
Sticker | Ax1Le | Copenhagen 2024,$0.03
Sticker | Ax1Le | Rio 2022,$0.13
Sticker | Ax1Le | Shanghai 2024,$0.01
Sticker | Ax1Le | Stockholm 2021,$0.02
Sticker | AZR | Berlin 2019,$0.07
Sticker | AZR | Boston 2018,$2.16
Sticker | AZR | Cologne 2015,$3.39
Sticker | AZR | Katowice 2019,$0.26
Sticker | AZR | London 2018,$0.33
Sticker | Aztec,$0.03
Sticker | B Hop,$0.11
Sticker | B-Day,$0.01
Sticker | B1ad3 | Atlanta 2017,$8.00
Sticker | B1ad3 | Boston 2018,$2.35
Sticker | B1ad3 | Cluj-Napoca 2015,$12.68
Sticker | B1ad3 | Cologne 2015,$13.26
Sticker | B1ad3 | Cologne 2016,$10.67
Sticker | B1ad3 | Krakow 2017,$5.33
Sticker | B1ad3 | MLG Columbus 2016,$8.03
Sticker | b1t | Antwerp 2022,$0.01
Sticker | b1t | Austin 2025,
Sticker | b1t | Budapest 2025,
Sticker | b1t | Copenhagen 2024,
Sticker | b1t | Paris 2023,
Sticker | b1t | Rio 2022,$0.03
Sticker | b1t | Shanghai 2024,
Sticker | b1t | Stockholm 2021,
Sticker | b4rtiN | Copenhagen 2024,
Sticker | B8 | Austin 2025,
Sticker | B8 | Budapest 2025,
Sticker | Baaa-ckstabber!,$0.69
Sticker | Baby Cerberus,$0.12
Sticker | Baby Fire Serpent,$0.06
Sticker | Baby Howl,$0.75
Sticker | Baby Lore,$0.16
Sticker | Baby Medusa,$0.43
Sticker | Backstab,$0.20
Sticker | Bad News Eagles | Antwerp 2022,$0.01
Sticker | Bad News Eagles | Paris 2023,
Sticker | Bad News Eagles | Rio 2022,
Sticker | Badge of Service,$0.04
Sticker | Baited,$0.22
Sticker | balblna | Boston 2018,$2.01
Sticker | balblna | London 2018,$0.35
Sticker | Banana,$0.81
Sticker | Bart4k | Budapest 2025,
Sticker | Bart4k | Paris 2023,
Sticker | Bash,$3.88
Sticker | Basilisk,$0.79
Sticker | Batter Up,$0.01
Sticker | Battle Scarred,$3.54
Sticker | Battlefield Portal,$0.05
Sticker | Beaky Decade,$0.05
Sticker | BELCHONOKK | Budapest 2025,$0.01
Sticker | BetBoom | Austin 2025,
Sticker | BF 2042,$0.22
Sticker | BIG | 2020 RMR,$0.01
Sticker | BIG | Antwerp 2022,
Sticker | BIG | Boston 2018,$1.38
Sticker | BIG | Katowice 2019,$3.29
Sticker | BIG | Krakow 2017,$0.85
Sticker | BIG | London 2018,$0.71
Sticker | BIG | Rio 2022,$0.01
Sticker | BIG | Shanghai 2024,$0.01
Sticker | BIG | Stockholm 2021,$0.04
Sticker | Big Clucks,$0.27
Sticker | Big Hugs,$0.02
Sticker | biguzera | Austin 2025,
Sticker | biguzera | Budapest 2025,
Sticker | biguzera | Copenhagen 2024,
Sticker | biguzera | Paris 2023,
Sticker | biguzera | Shanghai 2024,
Sticker | Bish,$4.34
Sticker | BIT | Boston 2018,$11.19
Sticker | Bite Me,$0.26
Sticker | Black Dog,$0.41
Sticker | Black Jaggyfish,$1.86
Sticker | Black Legion 1,$0.20
Sticker | Black Legion 2,$0.21
Sticker | Black Shark Shooter,$0.26
Sticker | Blacksite,$0.00
Sticker | blameF | Antwerp 2022,$0.01
Sticker | blameF | Budapest 2025,
Sticker | blameF | Shanghai 2024,$0.01
Sticker | BLAST.tv | Austin 2025,
Sticker | BLAST.tv | Paris 2023,
Sticker | Blaze Surf K,$15.78
Sticker | Blinky,$0.23
Sticker | bLitz | Antwerp 2022,
Sticker | bLitz | Austin 2025,
Sticker | bLitz | Budapest 2025,
Sticker | bLitz | Copenhagen 2024,
Sticker | bLitz | Paris 2023,
Sticker | bLitz | Rio 2022,$0.02
Sticker | bLitz | Shanghai 2024,
Sticker | Blitzkrieg,$0.82
Sticker | Blood Angels,$0.32
Sticker | Blood Boiler,$0.73
Sticker | Blood Moon Tentaskull,$1.01
Sticker | Blood Moon Wave Rider,$0.58
Sticker | Blood Ravens,$0.74
Sticker | Bloodthirster,$1.48
Sticker | Blue Gem,$2.87
Sticker | Blue Gnar,$0.57
Sticker | Blue Lethal,$0.50
Sticker | Blue Shark Shooter,$0.33
Sticker | Blue Snowflake,$0.00
Sticker | Blue Swallow,$0.26
Sticker | BnTeT | Berlin 2019,$0.10
Sticker | BnTeT | Boston 2018,$8.65
Sticker | BnTeT | Katowice 2019,$0.31
Sticker | BnTeT | London 2018,$0.61
Sticker | bodyy | Atlanta 2017,$5.00
Sticker | bodyy | Austin 2025,
Sticker | bodyy | Boston 2018,$0.85
Sticker | bodyy | Budapest 2025,
Sticker | bodyy | Cologne 2016,$3.21
Sticker | bodyy | Katowice 2019,$0.30
Sticker | bodyy | Krakow 2017,$1.42
Sticker | bodyy | London 2018,$0.41
Sticker | bodyy | Shanghai 2024,$0.01
Sticker | Bolt Charge,$0.28
Sticker | Bolt Energy,$0.04
Sticker | Bolt Strike,$0.13
Sticker | boltz | Antwerp 2022,$0.01
Sticker | boltz | Cluj-Napoca 2015,$7.50
Sticker | boltz | Cologne 2015,$5.73
Sticker | boltz | Krakow 2017,$1.73
Sticker | boltz | Rio 2022,$0.07
Sticker | Bomb Code,$2.94
Sticker | Bomb Doge,$1.44
Sticker | Bomb Planted,$0.26
Sticker | Bomb Squad,$3.40
Sticker | Bombsquad,$0.05
Sticker | bondik | Atlanta 2017,$4.24
Sticker | bondik | Boston 2018,$4.79
Sticker | bondik | Cluj-Napoca 2015,$16.79
Sticker | bondik | Cologne 2015,$8.37
Sticker | bondik | London 2018,$6.85
Sticker | bondik | MLG Columbus 2016,$4.97
Sticker | Bonehead,$0.18
Sticker | Boom,$0.11
Sticker | Boom | 2020 RMR,$0.01
Sticker | Boom Blast,$0.02
Sticker | Boom Detonation,$0.01
Sticker | Boom Epicenter,$0.01
Sticker | Boom Trail,$0.05
Sticker | Boombl4 | Antwerp 2022,
Sticker | Boombl4 | Austin 2025,
Sticker | Boombl4 | Berlin 2019,$0.08
Sticker | Boombl4 | Boston 2018,$1.94
Sticker | Boombl4 | Copenhagen 2024,$0.03
Sticker | Boombl4 | Katowice 2019,$1.04
Sticker | Boombl4 | London 2018,$0.43
Sticker | Boombl4 | Shanghai 2024,$0.01
Sticker | Boombl4 | Stockholm 2021,
Sticker | Boost,$1.13
Sticker | Booth,$0.02
Sticker | Boris,$0.16
Sticker | BOROS | Paris 2023,
Sticker | Bosh,$3.11
Sticker | Bossy Burger,$0.69
Sticker | br0 | Austin 2025,
Sticker | br0 | Budapest 2025,
Sticker | Bravado Gaming | DreamHack 2014,$61.27
Sticker | Brehze | Berlin 2019,$0.09
Sticker | Brehze | Katowice 2019,$0.30
Sticker | Brehze | Rio 2022,$0.01
Sticker | brnz4n | Austin 2025,
Sticker | brnz4n | Budapest 2025,
Sticker | brnz4n | Shanghai 2024,$0.01
Sticker | Broken Fang,$0.81
Sticker | broky | Antwerp 2022,$0.01
Sticker | broky | Austin 2025,$0.01
Sticker | broky | Budapest 2025,$0.01
Sticker | broky | Copenhagen 2024,
Sticker | broky | Paris 2023,
Sticker | broky | Rio 2022,$0.02
Sticker | broky | Shanghai 2024,$0.01
Sticker | Brollan | Antwerp 2022,
Sticker | Brollan | Austin 2025,
Sticker | Brollan | Budapest 2025,
Sticker | Brollan | Copenhagen 2024,$0.01
Sticker | Brollan | Katowice 2019,$0.33
Sticker | Brollan | Paris 2023,
Sticker | Brollan | Rio 2022,$0.01
Sticker | Brollan | Shanghai 2024,
Sticker | Bubble Gum Skill Surf,$7.21
Sticker | BUDA | Rio 2022,$0.13
Sticker | BukAWP,$0.94
Sticker | Bullet Hell,$3.47
Sticker | Bullet Rain,$0.25
Sticker | BullHit,$6.74
Sticker | Bum A Smoke,$0.01
Sticker | Burn Them All,$0.18
Sticker | buster | Antwerp 2022,$0.01
Sticker | buster | Berlin 2019,$0.06
Sticker | buster | Boston 2018,$1.29
Sticker | buster | Katowice 2019,$0.41
Sticker | buster | Stockholm 2021,$0.01
Sticker | Buzz | Austin 2025,
Sticker | byali | Atlanta 2017,$2.68
Sticker | byali | Boston 2018,$1.18
Sticker | byali | Cluj-Napoca 2015,$2.94
Sticker | byali | Cologne 2015,$2.64
Sticker | byali | Cologne 2016,$3.51
Sticker | byali | Krakow 2017,$2.50
Sticker | byali | London 2018,$1.30
Sticker | byali | MLG Columbus 2016,$2.09
Sticker | C-S On The Go,$0.01
Sticker | C4LLM3SU3 | Austin 2025,$0.01
Sticker | C4LLM3SU3 | Budapest 2025,$0.02
Sticker | CacaNito | Copenhagen 2024,$0.01
Sticker | Cadia,$0.43
Sticker | cadiaN | Antwerp 2022,$0.01
Sticker | cadiaN | London 2018,$1.90
Sticker | cadiaN | Paris 2023,$0.01
Sticker | cadiaN | Rio 2022,$0.04
Sticker | cadiaN | Stockholm 2021,$0.02
Sticker | cajunb | Atlanta 2017,$3.70
Sticker | cajunb | Boston 2018,$1.22
Sticker | cajunb | Cluj-Napoca 2015,$2.01
Sticker | cajunb | Cologne 2015,$1.85
Sticker | cajunb | Cologne 2016,$6.52
Sticker | cajunb | Krakow 2017,$1.91
Sticker | cajunb | London 2018,$0.41
Sticker | cajunb | MLG Columbus 2016,$2.27
Sticker | Call Your Flashes,$0.05
Sticker | Calyx | Antwerp 2022,$0.01
Sticker | Calyx | Boston 2018,$1.79
Sticker | Calyx | Copenhagen 2024,$0.01
Sticker | Calyx | London 2018,$0.71
Sticker | Camper,$0.14
Sticker | Candy Apples,$0.01
Sticker | Candy Buttery,$6.88
Sticker | captainMo | Boston 2018,$25.87
Sticker | captainMo | London 2018,$2.21
Sticker | Cat Call,$0.78
Sticker | Catachan,$0.73
Sticker | Cbbl,$1.29
Sticker | Cedar Creek,$1.35
Sticker | Cerberus,$0.23
Sticker | CeRq | Berlin 2019,$0.21
Sticker | CeRq | Katowice 2019,$0.48
Sticker | CeRq | Rio 2022,$0.07
Sticker | Chabo,$1.63
Sticker | Chaos Marine,$2.94
Sticker | chayJESUS | Austin 2025,
Sticker | chayJESUS | Budapest 2025,
Sticker | chelo | Antwerp 2022,
Sticker | chelo | Berlin 2019,$0.11
Sticker | chelo | Budapest 2025,
Sticker | chelo | Copenhagen 2024,
Sticker | chelo | Rio 2022,$0.05
Sticker | chelo | Shanghai 2024,
Sticker | Cheongsam,$0.88
Sticker | Chi Bomb,$0.70
Sticker | Chicken Lover,$0.28
Sticker | Chicken of the Sky,$2.23
Sticker | Chicken Strike,$0.36
Sticker | Chicken Whisperer,$0.01
Sticker | Chief,$0.10
Sticker | ChildKing | Budapest 2025,$0.02
Sticker | ChildKing | Shanghai 2024,$0.22
Sticker | Chinggis Warriors | Austin 2025,$0.01
Sticker | Chompers,$0.24
Sticker | Choose Wisely,$0.02
Sticker | chopper | Antwerp 2022,$0.01
Sticker | chopper | Austin 2025,
Sticker | chopper | Boston 2018,$1.55
Sticker | chopper | Budapest 2025,
Sticker | chopper | Copenhagen 2024,
Sticker | chopper | Katowice 2019,$1.22
Sticker | chopper | Krakow 2017,$2.80
Sticker | chopper | London 2018,$1.99
Sticker | chopper | Rio 2022,$0.02
Sticker | chopper | Shanghai 2024,
Sticker | Chr1zN | Austin 2025,
Sticker | chrisJ | Atlanta 2017,$4.29
Sticker | chrisJ | Berlin 2019,$0.13
Sticker | chrisJ | Boston 2018,$1.07
Sticker | chrisJ | Cluj-Napoca 2015,$8.23
Sticker | chrisJ | Cologne 2015,$7.47
Sticker | chrisJ | Cologne 2016,$3.58
Sticker | chrisJ | Krakow 2017,$2.31
Sticker | chrisJ | London 2018,$0.41
Sticker | chrisJ | MLG Columbus 2016,$2.62
Sticker | Chrome Dome,$3.84
Sticker | Clan-Mystik | Katowice 2014,$684.00
Sticker | Clavis,$0.04
Sticker | Clicking Heads,$0.05
Sticker | Cloud9 | Antwerp 2022,$0.04
Sticker | Cloud9 | Boston 2018,$3.01
Sticker | Cloud9 | Cluj-Napoca 2015,$3.81
Sticker | Cloud9 | Cologne 2014,$11.54
Sticker | Cloud9 | Copenhagen 2024,$0.14
Sticker | Cloud9 | DreamHack 2014,$56.86
Sticker | Cloud9 | Katowice 2019,$2.23
Sticker | Cloud9 | Krakow 2017,$1.82
Sticker | Cloud9 | London 2018,$1.83
Sticker | Cloud9 | MLG Columbus 2016,$5.57
Sticker | Cloud9 | Rio 2022,$0.01
Sticker | Cloud9 | Shanghai 2024,$0.02
Sticker | Cloud9 G2A | Cologne 2015,$3.60
Sticker | Cloud9 G2A | Katowice 2015,$26.94
Sticker | Clown Nose,$0.27
Sticker | Clown Wig,$0.14
Sticker | Cluck,$0.83
Sticker | Clutch Or Kick,$0.06
Sticker | Clutchman,$0.26
Sticker | Co Co Co,$0.43
Sticker | cobra | Budapest 2025,$0.02
Sticker | Coiled Strike,$0.44
Sticker | COLDYY1 | Katowice 2019,$0.57
Sticker | COLDYY1 | London 2018,$0.44
Sticker | coldzera | Atlanta 2017,$4.60
Sticker | coldzera | Berlin 2019,$0.14
Sticker | coldzera | Boston 2018,$2.09
Sticker | coldzera | Cluj-Napoca 2015,$13.55
Sticker | coldzera | Cologne 2015,$9.58
Sticker | coldzera | Cologne 2016,$4.38
Sticker | coldzera | Copenhagen 2024,
Sticker | coldzera | Katowice 2019,$0.36
Sticker | coldzera | Krakow 2017,$1.95
Sticker | coldzera | London 2018,$0.57
Sticker | coldzera | MLG Columbus 2016,$4.72
Sticker | coldzera | Rio 2022,$0.25
Sticker | Combine Helmet,$0.11
Sticker | Come Here Boy,$0.04
Sticker | Complexity Gaming | Antwerp 2022,$0.02
Sticker | Complexity Gaming | Austin 2025,$0.03
Sticker | compLexity Gaming | Berlin 2019,$0.26
Sticker | Complexity Gaming | Copenhagen 2024,$0.01
Sticker | compLexity Gaming | Katowice 2014,$895.90
Sticker | compLexity Gaming | Katowice 2019,$5.03
Sticker | compLexity Gaming | London 2018,$3.66
Sticker | Complexity Gaming | Paris 2023,
Sticker | Complexity Gaming | Shanghai 2024,$0.01
Sticker | Conspiracy Club,$0.37
Sticker | controlez | Austin 2025,
Sticker | cool4st | Austin 2025,
Sticker | Copenhagen Flames | Antwerp 2022,$0.01
Sticker | Copenhagen Flames | Stockholm 2021,$0.03
Sticker | Copenhagen Wolves | Cologne 2014,$7.33
Sticker | Copenhagen Wolves | DreamHack 2014,$52.75
Sticker | Coral Skill Surf,$3.75
Sticker | Cotton Candy Flow,$44.96
Sticker | Countdown,$0.21
Sticker | Counter Logic Gaming | Cluj-Napoca 2015,$4.20
Sticker | Counter Logic Gaming | Cologne 2015,$7.31
Sticker | Counter Logic Gaming | Cologne 2016,$12.04
Sticker | Counter Logic Gaming | Katowice 2015,$24.63
Sticker | Counter Logic Gaming | MLG Columbus 2016,$7.44
Sticker | Counter-Tech,$0.23
Sticker | CR4ZY | Berlin 2019,$0.44
Sticker | Crimson Fists,$0.20
Sticker | Crimson Web Poison Frog,$29.98
Sticker | Crown,$397.82
Sticker | CRUC1AL | Paris 2023,
Sticker | crush | Katowice 2019,$1.39
Sticker | crush | London 2018,$2.43
Sticker | CS On The Mind,$0.72
Sticker | CS20 Classic,$0.53
Sticker | CT in Banana,$0.71
Sticker | CT Tracks,$0.29
Sticker | Cubix Connexion,$0.02
Sticker | Cursed Penmanship,$0.01
Sticker | Cutie,$0.73
Sticker | Cxzi | Austin 2025,
Sticker | Cyber Chicken,$0.42
Sticker | Cyber Romanov,$0.72
Sticker | Cypher | Budapest 2025,
Sticker | Cypher | Paris 2023,
Sticker | daps | Cologne 2016,$6.13
Sticker | daps | Katowice 2019,$2.57
Sticker | Dark Angels,$0.40
Sticker | Dark Water Surf Ava,$9.26
Sticker | dAT team | Cologne 2014,$6.31
Sticker | dAT team | DreamHack 2014,$0.00
Sticker | dav1d | Antwerp 2022,$0.01
Sticker | dav1deuS | Austin 2025,
Sticker | dav1deuS | Budapest 2025,
Sticker | dav1deuS | Rio 2022,$0.14
Sticker | dav1g | Copenhagen 2024,$0.01
Sticker | DavCost | Cluj-Napoca 2015,$12.67
Sticker | DavCost | Cologne 2015,$12.80
Sticker | DavCost | Katowice 2019,$0.65
Sticker | DavCost | London 2018,$0.51
Sticker | DAVEY | MLG Columbus 2016,$6.69
Sticker | DD | Boston 2018,$16.32
Sticker | DD | London 2018,$1.57
Sticker | Dead Eye,$0.98
Sticker | DeadFox | Atlanta 2017,$12.58
Sticker | DeadFox | Berlin 2019,$0.13
Sticker | DeadFox | Katowice 2019,$0.27
Sticker | DeadFox | London 2018,$0.55
Sticker | Death Comes,$0.47
Sticker | Death Guard 1,$0.74
Sticker | Death Guard 2,$0.20
Sticker | decenty | Austin 2025,
Sticker | decenty | Budapest 2025,
Sticker | decenty | Copenhagen 2024,
Sticker | decenty | Shanghai 2024,$0.01
Sticker | Defuse It,$0.22
Sticker | degster | Antwerp 2022,$0.01
Sticker | degster | Paris 2023,
Sticker | degster | Rio 2022,$0.02
Sticker | degster | Shanghai 2024,
Sticker | Delicious Tears,$0.67
Sticker | DemQQ | Paris 2023,
Sticker | denis | Atlanta 2017,$4.66
Sticker | denis | Boston 2018,$1.77
Sticker | denis | Cluj-Napoca 2015,$7.75
Sticker | denis | Cologne 2015,$4.05
Sticker | denis | Cologne 2016,$5.21
Sticker | denis | Krakow 2017,$3.37
Sticker | denis | MLG Columbus 2016,$3.62
Sticker | dennis | Atlanta 2017,$2.88
Sticker | dennis | Cluj-Napoca 2015,$5.95
Sticker | dennis | Cologne 2015,$1.97
Sticker | dennis | Cologne 2016,$2.37
Sticker | dennis | Katowice 2019,$0.38
Sticker | dennis | Krakow 2017,$1.55
Sticker | dennis | London 2018,$0.49
Sticker | dennis | MLG Columbus 2016,$1.14
Sticker | dephh | Berlin 2019,$0.08
Sticker | dephh | Katowice 2019,$0.25
Sticker | dephh | London 2018,$0.50
Sticker | Dessert Eagle,$0.10
Sticker | DeStiNy | Berlin 2019,$0.11
Sticker | device | Atlanta 2017,$14.02
Sticker | device | Berlin 2019,$0.64
Sticker | device | Boston 2018,$8.63
